Index, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08, Ch09, Ch10
5341,22212.88671875,18851.58984375,35877.23046875,32848.26953125,50866.32421875,15908.146484375,27193,23080.0625,0,0
5342,22235.228515625,18806.88671875,35910.15625,32794.98046875,50855.26171875,15938.1640625,27189.421875,23072.171875,0,0
5343,22191.90625,18726.27734375,35857.5859375,32791.59375,50774.3359375,15755.154296875,27240.541015625,23199.01171875,0,0
5344,22142.197265625,18716.744140625,35787.4375,32838.82421875,50734,15611.1484375,27281.884765625,23290.18359375,0,0
5345,22154.693359375,18793.296875,35800.0546875,32876.5625,50791.1484375,15706.1123046875,27250.103515625,23213.625,0,0
5346,22209.90625,18851.58984375,35874.9609375,32848.3359375,50867.89453125,15909.482421875,27195.431640625,23078.849609375,0,0
5347,22230.150390625,18810.05859375,35906.21875,32794.8125,50856.375,15944.3154296875,27191.59375,23069.025390625,0,0
5348,22186.13671875,18729.521484375,35852.88671875,32793.09375,50777.32421875,15757.7529296875,27248.71875,23199.10546875,0,0
5349,22135.833984375,18719.818359375,35787.39453125,32842.0859375,50737.8359375,15612.7001953125,27287.078125,23291.68359375,0,0
5350,22155.146484375,18797.947265625,35804.82421875,32876.1796875,50795.51171875,15707.1376953125,27252.677734375,23210.859375,0,0
5351,22211.744140625,18854.572265625,35877.42578125,32849.71875,50865.82421875,15906.8828125,27195.291015625,23084.5,0,0
5352,22232.10546875,18808.630859375,35908.2734375,32795.98046875,50855.01953125,15941.0966796875,27192.30859375,23078.181640625,0,0
5353,22193.765625,18727.568359375,35856.91796875,32795,50777.3671875,15757.990234375,27246.525390625,23200.25,0,0
5354,22138.646484375,18715.099609375,35792.4921875,32843.42578125,50739.2421875,15610.9345703125,27285.556640625,23288.15625,0,0
5355,22153.927734375,18791.74609375,35804.51171875,32877.94921875,50795.80078125,15700.9375,27254.943359375,23217.51171875,0,0
5356,22213.224609375,18850.18359375,35881.3984375,32851.6484375,50869.46875,15906.9326171875,27198.29296875,23080.73046875,0,0
5357,22228.197265625,18798.734375,35909.15625,32789.94921875,50855.14453125,15938.140625,27191.119140625,23073.724609375,0,0
5358,22192.71875,18724.82421875,35860.6796875,32794.86328125,50778.5546875,15761.9013671875,27251.9375,23205.640625,0,0
5359,22129.634765625,18707.5625,35783.51171875,32834.21875,50727.30078125,15601.5888671875,27280.85546875,23288.134765625,0,0
5360,22150.806640625,18787.912109375,35806.2734375,32874.54296875,50792.38671875,15702.5830078125,27251.677734375,23215.9375,0,0
5361,22207.66796875,18848.921875,35878.0859375,32851.71875,50868.30078125,15908.7919921875,27198.509765625,23087.3125,0,0
5362,22222.568359375,18797.78125,35902.59375,32788.8984375,50849.9609375,15940.5732421875,27187.447265625,23074.056640625,0,0
5363,22182.703125,18718.771484375,35849.57421875,32790.66796875,50772.40625,15761.3779296875,27243.427734375,23205.828125,0,0
5364,22133.662109375,18705.490234375,35782.60546875,32835.1484375,50733.1171875,15613.0576171875,27281.80859375,23286.796875,0,0
5365,22145.4375,18783.978515625,35798.8359375,32870.3671875,50788,15705.5390625,27250.103515625,23211.650390625,0,0
5366,22202.400390625,18839.744140625,35869.67578125,32839.9921875,50862.29296875,15911.2705078125,27194.71484375,23086.146484375,0,0
5367,22222.6875,18790.318359375,35901.79296875,32783.1484375,50845.26953125,15940.9296875,27187.494140625,23078.5625,0,0
5368,22182.75,18713.619140625,35849.16796875,32785.5859375,50771.07421875,15761.9013671875,27242.13671875,23202.802734375,0,0
5369,22129.396484375,18702.79296875,35780.17578125,32833.53125,50729.70703125,15609.599609375,27279.333984375,23292.615234375,0,0
5370,22143.224609375,18782.712890625,35793.14453125,32868.53125,50789.05078125,15710.544921875,27251.603515625,23212.71875,0,0
5371,22199.181640625,18838.66796875,35869.2421875,32840.8984375,50865.4375,15913.75,27197.912109375,23087.66796875,0,0
5372,22217.296875,18787.791015625,35897.0859375,32780.86328125,50850.96875,15942.646484375,27194.240234375,23077.01171875,0,0
5373,22181.796875,18719.197265625,35846.73828125,32783.32421875,50771.5,15760.8046875,27245.693359375,23199.369140625,0,0
5374,22132.0625,18713.880859375,35782.03125,32832.90625,50735.64453125,15611.625,27287.056640625,23294.140625,0,0
5375,22145.75,18786.90625,35796.57421875,32866.71875,50794.03125,15703.4423828125,27254.55859375,23214.65234375,0,0
5376,22211.765625,18850.54296875,35878.375,32842.96875,50872.0625,15912.1767578125,27204.041015625,23087.505859375,0,0
5377,22232.322265625,18809.75,35911.94921875,32788.6796875,50860.9296875,15945.458984375,27197.02734375,23077.25,0,0
5378,22188.234375,18730.666015625,35858.23046875,32790.1875,50779.9375,15754.9873046875,27250.197265625,23204.208984375,0,0
5379,22141.818359375,18721.796875,35791.76171875,32840.94921875,50737.625,15608.740234375,27288.10546875,23291.947265625,0,0
5380,22151.974609375,18793.634765625,35803.8671875,32873.11328125,50793.3125,15698.9111328125,27254.51171875,23217.896484375,0,0
5381,22208.046875,18850.521484375,35877.8046875,32845.45703125,50867.3671875,15907.0517578125,27203.134765625,23088.93359375,0,0
5382,22232.390625,18805.603515625,35912.46875,32792.98046875,50859.1171875,15941.5986328125,27198.38671875,23081.353515625,0,0
5383,22191.26171875,18724.681640625,35858.70703125,32794.05078125,50777.625,15753.2705078125,27248.859375,23207.525390625,0,0
5384,22139.505859375,18714.66796875,35792.26171875,32842.13671875,50740.79296875,15610.9345703125,27289.728515625,23299.744140625,0,0
5385,22154.140625,18796.27734375,35805.54296875,32878.9921875,50797.7734375,15708.638671875,27260.927734375,23232.74609375,0,0
5386,22210.8125,18846.849609375,35879.5625,32848.5,50866.0546875,15908.9580078125,27200.509765625,23089.865234375,0,0
5387,22235.32421875,18806.79296875,35912.83203125,32797.36328125,50857.0234375,15938.9033203125,27197.052734375,23075.990234375,0,0
5388,22192.265625,18726.18359375,35858.7734375,32797.4296875,50776.4609375,15755.9658203125,27252.177734375,23213.83984375,0,0
5389,22144.224609375,18716.291015625,35791.44921875,32843.46875,50735.88671875,15610.052734375,27289.037109375,23293.666015625,0,0
5390,22158.52734375,18793.46484375,35806.3671875,32878.8984375,50795.80078125,15704.490234375,27258.27734375,23218.541015625,0,0
5391,22211.865234375,18841.103515625,35874.84375,32845.05078125,50865.4609375,15905.857421875,27200.10546875,23093.177734375,0,0
5392,22235.87109375,18804.62109375,35910.7734375,32796.40625,50857.1875,15943.9814453125,27196.98046875,23079.947265625,0,0
5393,22192.744140625,18722.96484375,35854.71875,32796.21875,50775.79296875,15761.734375,27253.462890625,23215.484375,0,0
5394,22144.677734375,18711.58984375,35786.8671875,32841.83203125,50737.0234375,15612.7705078125,27288.677734375,23302.4375,0,0
5395,22160.79296875,18790.984375,35804.23046875,32878.6171875,50789.6171875,15703.560546875,27249.07421875,23216.869140625,0,0
5396,22214.34375,18845.296875,35875.32421875,32850.3359375,50860.86328125,15905.9765625,27196.671875,23090.962890625,0,0
5397,22234.322265625,18796.77734375,35906.6484375,32791.98046875,50847.19921875,15937.9267578125,27183.890625,23077.96484375,0,0
5398,22199.537109375,18724.087890625,35859.70703125,32794.66796875,50773.48046875,15760.755859375,27243.1875,23205.90234375,0,0
5399,22149.994140625,18715.8125,35790.8046875,32842.64453125,50731.73828125,15611.2685546875,27280.35546875,23287.943359375,0,0
5400,22161.962890625,18797.708984375,35803.82421875,32882.0234375,50790.19921875,15710.474609375,27252.65234375,23209.240234375,0,0
5401,22221.974609375,18851.712890625,35882.28125,32853.625,50865.73046875,15907.0517578125,27191.80859375,23079.208984375,0,0
5402,22242,18809.296875,35914.2109375,32797.7421875,50853.875,15938.091796875,27186.302734375,23070.93359375,0,0
5403,22202.875,18729.212890625,35862.7109375,32795.05078125,50778.39453125,15755.154296875,27245.71484375,23198.537109375,0,0
5404,22151.63671875,18720.078125,35795.90625,32846.6875,50740.4609375,15612.818359375,27289.728515625,23290.5625,0,0
5405,22163.51171875,18795.87109375,35810.42578125,32881.66796875,50797.2734375,15702.296875,27258.828125,23212.671875,0,0
5406,22220.328125,18847.5625,35886.60546875,32855.63671875,50872.04296875,15906.5498046875,27208.328125,23090.865234375,0,0
5407,22239.400390625,18800.927734375,35913.54296875,32798.36328125,50860.4296875,15930.3203125,27203.349609375,23088.912109375,0,0
5408,22195.724609375,18724.541015625,35862.23828125,32800.19921875,50783.78125,15754.5341796875,27257.447265625,23211.099609375,0,0
5409,22145.84375,18716.8125,35797.5234375,32845.05078125,50744.82421875,15614.1064453125,27297.40234375,23293.212890625,0,0
5410,22159.48046875,18795.96875,35811.95703125,32882.98046875,50801.46875,15702.4873046875,27264.146484375,23219.849609375,0,0
5411,22209.240234375,18846.990234375,35880.01953125,32852.19921875,50868.30078125,15898.8251953125,27198.509765625,23086.478515625,0,0
5412,22228.671875,18801.140625,35912.92578125,32797.1484375,50855.16796875,15933.5390625,27193.71484375,23079.46875,0,0
5413,22190.525390625,18725.015625,35862.0859375,32796.36328125,50777.32421875,15756.8232421875,27248.837890625,23203.494140625,0,0
5414,22139.744140625,18713.71484375,35794,32844.66796875,50738.0234375,15609.146484375,27288.177734375,23294.734375,0,0
5415,22149.087890625,18788.48046875,35805.94921875,32877.11328125,50792.10546875,15703.9892578125,27249.603515625,23214.771484375,0,0
5416,22212.53125,18848.37109375,35883.88671875,32849.6484375,50868.70703125,15910.1748046875,27195.71875,23083.927734375,0,0
5417,22232.009765625,18799.521484375,35912.70703125,32794.36328125,50852.5625,15937.234375,27187.68359375,23067.619140625,0,0
5418,22192.244140625,18727.115234375,35861.0859375,32795.3359375,50775.51171875,15760.8046875,27243.04296875,23194.3125,0,0
5419,22138.453125,18716.71875,35789.2734375,32842.51953125,50733.09375,15614.1064453125,27282.453125,23285.583984375,0,0
5420,22157.16796875,18795.609375,35809.5625,32880.28125,50795.84375,15709.2578125,27251.009765625,23208.431640625,0,0
5421,22212.318359375,18850.447265625,35878.83203125,32846,50863.69921875,15909.529296875,27188.921875,23070.599609375,0,0
5422,22234.490234375,18809.05859375,35911.54296875,32794.07421875,50855.76171875,15944.4345703125,27190.880859375,23068.287109375,0,0
5423,22186.734375,18723.203125,35855.9375,32790.23828125,50774.10546875,15762.544921875,27246.740234375,23196.83984375,0,0
5424,22142.484375,18715.953125,35793.76171875,32842.2109375,50736.14453125,15607.9794921875,27280.740234375,23278.71484375,0,0
5425,22156.71484375,18791.322265625,35803.75,32877.73828125,50793.125,15698.552734375,27251.365234375,23208.30859375,0,0
5426,22202.375,18839.958984375,35870.38671875,32844.85546875,50863.91796875,15896.3935546875,27196.57421875,23080.853515625,0,0
5427,22233.037109375,18800.49609375,35912.73046875,32797.8125,50857.0234375,15941.716796875,27196.412109375,23074.962890625,0,0
5428,22187.806640625,18717.052734375,35856.48828125,32793.5234375,50776.80078125,15757.2998046875,27253.224609375,23207.5,0,0
5429,22140.458984375,18706.943359375,35789.32421875,32841.78125,50738.19921875,15604.521484375,27291.087890625,23296.740234375,0,0
5430,22156.337890625,18787.791015625,35806.82421875,32880.28125,50800.5859375,15699.125,27261.427734375,23224.30859375,0,0
5431,22212.005859375,18844.55859375,35879.54296875,32848.45703125,50869.65625,15901.708984375,27204.96875,23093.390625,0,0
5432,22238.328125,18804.744140625,35915.01953125,32796.9296875,50862.21875,15934.2314453125,27202.203125,23083.833984375,0,0
5433,22195.603515625,18723.181640625,35861.5625,32796.76953125,50782.51953125,15752.3408203125,27253.916015625,23210.16796875,0,0
5434,22145.19921875,18711.353515625,35790.61328125,32844.33203125,50739.21875,15607,27291.302734375,23294.712890625,0,0
5435,22159.197265625,18790.19921875,35804.9375,32877.375,50796.20703125,15701.1044921875,27257.849609375,23221.615234375,0,0
5436,22215.416015625,18844.55859375,35876.2734375,32851.125,50871.15625,15907.8125,27196.744140625,23089.744140625,0,0
5437,22234.203125,18803.359375,35906.41796875,32793.09375,50855.09375,15937.3544921875,27192.140625,23080.947265625,0,0
5438,22193.458984375,18722.390625,35854.08203125,32794.7421875,50777.80078125,15759.0888671875,27251.462890625,23211.57421875,0,0
5439,22146.55859375,18713.619140625,35792.35546875,32843.16796875,50741.67578125,15615.0126953125,27291.5625,23299.958984375,0,0
5440,22160.125,18793.296875,35806.6796875,32875.83203125,50795.03125,15708.8779296875,27257.349609375,23217.634765625,0,0
5441,22214.583984375,18849.875,35876.20703125,32847.8359375,50866.30078125,15914.7763671875,27198.078125,23080.015625,0,0
5442,22235.541015625,18802.572265625,35907.41796875,32794.2109375,50854.6171875,15945.2451171875,27192.619140625,23069.099609375,0,0
5443,22188.80859375,18721.24609375,35852.58203125,32788.44921875,50771.8359375,15760.4716796875,27241.806640625,23200.51171875,0,0
5444,22139.193359375,18712.833984375,35784.1484375,32835.30078125,50731.04296875,15612.7001953125,27280.046875,23286.05859375,0,0
5445,22153.234375,18789.197265625,35793.6171875,32870.34375,50786.1171875,15709.4970703125,27249.052734375,23207.85546875,0,0
5446,22203.54296875,18839.697265625,35868.71875,32840.4921875,50862.29296875,15917.0888671875,27200.10546875,23082.568359375,0,0
5447,22231.29296875,18800.546875,35903.71875,32789.3046875,50853.0625,15954.162109375,27196.671875,23071.552734375,0,0
5448,22185.162109375,18715.837890625,35842.42578125,32782.39453125,50767.2109375,15763.2841796875,27245.5,23197.130859375,0,0
5449,22133.54296875,18708.77734375,35773.8984375,32830.14453125,50728.30078125,15610.076171875,27282.765625,23287.583984375,0,0
5450,22153.572265625,18786.505859375,35790.9921875,32867.1484375,50790.0234375,15706.8984375,27255.849609375,23217.083984375,0,0
5451,22207.240234375,18839.958984375,35862.2109375,32835.7734375,50864.3671875,15913.0595703125,27204.15625,23092.484375,0,0
5452,22227.52734375,18797.828125,35892.48828125,32785.39453125,50852.42578125,15949.2734375,27197.33984375,23080.400390625,0,0
5453,22185.58984375,18719.53125,35839.25,32783.80078125,50768.8984375,15761.138671875,27243.85546875,23206.234375,0,0
5454,22135.28125,18705.34375,35772.94921875,32825.875,50730.375,15615.0830078125,27283.52734375,23288.96484375,0,0
5455,22149.541015625,18785.953125,35791.0859375,32860.54296875,50791.98828125,15711.6904296875,27254.34375,23216.822265625,0,0
5456,22204.568359375,18845.703125,35865.90625,32834.7421875,50865.1484375,15917.0888671875,27202.296875,23090.984375,0,0
5457,22224.287109375,18801.71484375,35896.04296875,32781.4609375,50852.25,15945.2216796875,27196.671875,23083.380859375,0,0
5458,22189.978515625,18723.96484375,35847.4296875,32789.11328125,50775.4375,15765.6455078125,27252.509765625,23211.93359375,0,0
5459,22137.09375,18712.021484375,35782.17578125,32833.98828125,50737.29296875,15618.873046875,27293.63671875,23303.990234375,0,0
5460,22152.328125,18792.728515625,35797.7421875,32871.9609375,50795.73046875,15711.0703125,27260.94921875,23223.99609375,0,0
5461,22209.3125,18845.490234375,35873.32421875,32846.48046875,50868.75,15910.1748046875,27205.541015625,23095.896484375,0,0
5462,22232.60546875,18801.978515625,35904.8359375,32793.64453125,50860.07421875,15943.9580078125,27201.703125,23094.181640625,0,0
5463,22198.34375,18725.994140625,35855.9609375,32793.38671875,50779.80078125,15764.7158203125,27253.4375,23209.71484375,0,0
5464,22142.984375,18712.974609375,35786.53125,32844.5,50738.5546875,15608.1689453125,27289.05859375,23298.3125,0,0
5465,22159.48046875,18793.443359375,35806.04296875,32880.45703125,50796.82421875,15707.875,27262.880859375,23226.16796875,0,0
5466,22216.34375,18847.25,35876.7734375,32850.3359375,50869.75,15910.6279296875,27202.681640625,23088.21875,0,0
5467,22235.134765625,18800.80859375,35905.98828125,32794.86328125,50857.9296875,15944.935546875,27197.958984375,23078.087890625,0,0
5468,22185.255859375,18715.740234375,35850.5234375,32786.5625,50771.9296875,15758.443359375,27247.12109375,23208.693359375,0,0
5469,22139.193359375,18707.0625,35783.7421875,32834.89453125,50732.44921875,15615.4658203125,27287.390625,23302.29296875,0,0
5470,22152.666015625,18783.572265625,35795.1171875,32869.01171875,50789.90625,15705.0625,27253.10546875,23217.083984375,0,0
5471,22209.765625,18838.431640625,35866.40625,32841.33203125,50857.7109375,15905.0966796875,27194.046875,23083.521484375,0,0
5472,22230.462890625,18792.943359375,35897.76171875,32782.625,50844.17578125,15939.7626953125,27183.75,23069.453125,0,0
5473,22192.384765625,18717.005859375,35847.7109375,32784.4375,50768.85546875,15762.4267578125,27241.447265625,23201.755859375,0,0
5474,22145.05859375,18711.328125,35784.69921875,32838.13671875,50733.98046875,15618.015625,27284.150390625,23295.427734375,0,0
5475,22157.458984375,18784.90625,35795.0234375,32872.30078125,50788.29296875,15710.7138671875,27251.69921875,23220.400390625,0,0
5476,22209.693359375,18842.509765625,35864.28125,32840.65625,50859.09375,15911.7236328125,27196.697265625,23083.80859375,0,0
5477,22234.037109375,18797.421875,35898.26171875,32786.2734375,50853.15625,15947.2001953125,27188.947265625,23075.4375,0,0
5478,22195.578125,18719.150390625,35849.07421875,32790.04296875,50771.6171875,15764.2626953125,27244.734375,23206.833984375,0,0
5479,22146.181640625,18712.140625,35781.38671875,32838.63671875,50732.6875,15617.8251953125,27285.697265625,23292.353515625,0,0
5480,22164.703125,18791.369140625,35800.29296875,32874.23046875,50792.91796875,15710.640625,27254.681640625,23215.462890625,0,0
5481,22214.962890625,18839.8125,35870.53125,32842.13671875,50865.5546875,15907.240234375,27197.744140625,23089.556640625,0,0
5482,22234.34375,18796.27734375,35900.86328125,32787.85546875,50853.1796875,15939.6435546875,27192.072265625,23081.447265625,0,0
5483,22195.650390625,18721.224609375,35849.98046875,32790.2109375,50776.10546875,15761.162109375,27249.865234375,23205.880859375,0,0
5484,22142.74609375,18705.46484375,35782.5546875,32836.73046875,50732.94921875,15607.859375,27284.171875,23295.26171875,0,0
5485,22158.21875,18784.572265625,35796.45703125,32872.0546875,50791.53125,15704.4423828125,27257.947265625,23220.755859375,0,0
5486,22210.12109375,18835.59375,35865.23828125,32842.04296875,50868.0859375,15905.380859375,27203.37109375,23098.255859375,0,0
5487,22232.15234375,18791.130859375,35900.23828125,32786.54296875,50853.33203125,15939.2607421875,27195.265625,23082.759765625,0,0
5488,22187.78125,18712.28125,35847.45703125,32785.84375,50775.8671875,15759.779296875,27254.130859375,23212.79296875,0,0
5489,22134.806640625,18700.365234375,35776.59375,32831.98046875,50734.76171875,15608.0986328125,27290.181640625,23295.072265625,0,0
5490,22150.447265625,18783.619140625,35796.16796875,32871.9375,50797.9921875,15706.1591796875,27258.58984375,23217.990234375,0,0
5491,22205.712890625,18837.90625,35870.69921875,32843.8046875,50867.7734375,15905.380859375,27198.88671875,23087.859375,0,0
5492,22227.40625,18796.994140625,35903.29296875,32787.15625,50858.14453125,15942.359375,27199.078125,23082.90234375,0,0
5493,22184.802734375,18714.21484375,35849.1171875,32789.26171875,50775.39453125,15757.2998046875,27249.337890625,23206.640625,0,0
5494,22133.068359375,18708.875,35780.1484375,32839.0625,50737.48046875,15612.9375,27289.10546875,23291.328125,0,0
5495,22142.865234375,18783.212890625,35792.66796875,32872.53125,50792.03125,15708.9248046875,27255.634765625,23221.828125,0,0
5496,22200.41796875,18837.193359375,35865.48046875,32846.6875,50867.0625,15909.1953125,27200.484375,23090.078125,0,0
5497,22220.947265625,18790.365234375,35894.15625,32787.13671875,50851.32421875,15937.4013671875,27195.359375,23083.166015625,0,0
5498,22178.19921875,18709.828125,35836.4375,32785.65625,50767.875,15751.8408203125,27247.099609375,23210.52734375,0,0
5499,22129.96484375,18697.26171875,35772.63671875,32832.0546875,50730.15625,15604.7607421875,27281.884765625,23284.33984375,0,0
5500,22144.60546875,18775.775390625,35783.1484375,32866.88671875,50787,15699.935546875,27252.056640625,23212.744140625,0,0
5501,22200.443359375,18831.015625,35852.58203125,32837.34375,50859.6171875,15898.5390625,27192.90234375,23080.255859375,0,0
5502,22217.990234375,18784.453125,35885.5,32781.51171875,50846.21875,15934.396484375,27188.947265625,23070.146484375,0,0
5503,22178.4375,18707.15625,35838.10546875,32780.0546875,50769.76171875,15753.890625,27245.572265625,23202.68359375,0,0
5504,22129.587890625,18698.337890625,35769.2734375,32828,50733.98046875,15609.4326171875,27285.33984375,23290.921875,0,0
5505,22143.916015625,18782.380859375,35786.25,32866.09375,50792.7421875,15710.3076171875,27260.115234375,23215.677734375,0,0
5506,22202.63671875,18836.5,35862.54296875,32835.21875,50868.2734375,15910.005859375,27202.05859375,23086.384765625,0,0
5507,22225.193359375,18797.828125,35899.8046875,32785.61328125,50853.5625,15937.234375,27196.43359375,23079.662109375,0,0
5508,22190.16796875,18723.51171875,35849.3125,32791.3984375,50781.46875,15757.7060546875,27253.890625,23207.1875,0,0
5509,22137.80859375,18711.44921875,35779.7421875,32835.98828125,50740.21875,15609.5283203125,27289.60546875,23293.58984375,0,0
5510,22154.5,18792.416015625,35798.7421875,32874.30078125,50800.3046875,15706.349609375,27259.400390625,23216.177734375,0,0
5511,22210.02734375,18847.134765625,35871.7421875,32842.3046875,50872.8984375,15907.7421875,27202.41796875,23085.453125,0,0
5512,22235.087890625,18809.630859375,35907.6484375,32791.6171875,50864.67578125,15947.9404296875,27203.203125,23082.375,0,0
5513,22192.837890625,18726.447265625,35851.0234375,32790.23828125,50783.54296875,15764.2138671875,27258.708984375,23212.625,0,0
5514,22139.265625,18710.521484375,35783.4375,32837.89453125,50742.2734375,15616.6796875,27295.615234375,23294.712890625,0,0
5515,22156.025390625,18787.099609375,35799.45703125,32880.1171875,50802.23828125,15710.2607421875,27264.740234375,23226.646484375,0,0
5516,22208.287109375,18841.818359375,35869.2421875,32849.17578125,50874.14453125,15910.388671875,27210.59375,23099.662109375,0,0
5517,22232.15234375,18796.109375,35901.66796875,32795.21875,50865.4375,15947.4140625,27205.73046875,23087.744140625,0,0
5518,22187.568359375,18711.08984375,35845.94921875,32790.26171875,50783.35546875,15760.9716796875,27253.416015625,23212.578125,0,0
5519,22139.71875,18707.755859375,35783.9375,32845.76171875,50747.01953125,15620.3046875,27300.453125,23308.27734375,0,0
5520,22150.58984375,18779.755859375,35790.61328125,32876.5859375,50796.53125,15703.7998046875,27260.615234375,23228.146484375,0,0
5521,22202.73046875,18828.443359375,35864.09375,32843.28125,50862.17578125,15904.9765625,27201.84375,23095.896484375,0,0
5522,22227.744140625,18789.056640625,35899.76171875,32792.05078125,50857.95703125,15942.716796875,27202.681640625,23090.271484375,0,0
5523,22189.380859375,18715.8125,35848.4296875,32794.86328125,50778.9609375,15764.3095703125,27255.181640625,23216.869140625,0,0
5524,22133.99609375,18701.625,35780.8359375,32839.75,50737.5234375,15615.296875,27294.328125,23309.99609375,0,0
5525,22148.302734375,18777.541015625,35792.83203125,32875.04296875,50794.67578125,15709.115234375,27264.26171875,23235.203125,0,0
5526,22205.90234375,18834.54296875,35864.73828125,32842.96875,50866.61328125,15909.482421875,27204.041015625,23101.80859375,0,0
5527,22225.76171875,18789.556640625,35896.92578125,32786.32421875,50855.64453125,15945.5078125,27198.74609375,23089.244140625,0,0
5528,22183.32421875,18708.77734375,35842.23046875,32788.5625,50775.10546875,15760.9248046875,27251.271484375,23211.12109375,0,0
5529,22139.291015625,18701.056640625,35780.4296875,32836.08203125,50738.95703125,15615.654296875,27292.587890625,23301.484375,0,0
5530,22158.07421875,18786.431640625,35800.8125,32878.92578125,50797.04296875,15710.140625,27263.35546875,23231.4375,0,0
5531,22213.271484375,18841.912109375,35873.9375,32848.90625,50870.5625,15913.4404296875,27205.994140625,23090.771484375,0,0
5532,22236.041015625,18800.021484375,35907.82421875,32793.07421875,50859.5,15947.890625,27200.10546875,23082.828125,0,0
5533,22196.078125,18720.19921875,35856.25,32791.6875,50780.6796875,15766.740234375,27254.275390625,23213.556640625,0,0
5534,22147.91796875,18713.140625,35789.85546875,32845.2109375,50745.0625,15624.1669921875,27300.744140625,23307.634765625,0,0
5535,22162.177734375,18792.275390625,35801.89453125,32874.7734375,50802.23828125,15719.4638671875,27267.33984375,23223.521484375,0,0
5536,22214.962890625,18845.05859375,35875.82421875,32845.7109375,50871.54296875,15916.5625,27205.302734375,23090.984375,0,0
5537,22237.947265625,18808.484375,35910.15625,32794.8359375,50865.75,15954.1142578125,27208.166015625,23088.671875,0,0
5538,22201.947265625,18731.693359375,35861.33203125,32796.3125,50789.38671875,15770.9375,27265.291015625,23217.87109375,0,0
5539,22149.23046875,18721.34375,35791.85546875,32846.40625,50750.44921875,15625.2158203125,27301.359375,23298.599609375,0,0
5540,22167.46875,18800.90234375,35816.1484375,32888.51171875,50811.51171875,15718.0810546875,27273.490234375,23224.6875,0,0
5541,22218.87109375,18853.09375,35883.64453125,32852.19921875,50880.3359375,15917.349609375,27213.93359375,23094.634765625,0,0
5542,22243.16796875,18813.587890625,35920.0234375,32800.60546875,50872.3046875,15952.9951171875,27207.068359375,23085.90625,0,0
5543,22205.833984375,18735.3125,35869.98828125,32805.65625,50793.9609375,15766.6220703125,27266.458984375,23218.109375,0,0
5544,22149.73046875,18719.771484375,35803.5546875,32853.5546875,50754.29296875,15617.1328125,27303.412109375,23309.900390625,0,0
5545,22164.75,18798.375,35814.71875,32893.35546875,50812.70703125,15711.2373046875,27274.5625,23231.916015625,0,0
5546,22214.29296875,18850.421875,35881.33203125,32859.6875,50881.6484375,15908.4345703125,27215.125,23106.625,0,0
5547,22235.443359375,18801.833984375,35913.63671875,32804.5625,50867.01171875,15937.3544921875,27205.494140625,23095.82421875,0,0
5548,22189.046875,18721.583984375,35854.9609375,32800.3671875,50782.51953125,15751.2919921875,27254.34375,23215.55859375,0,0
5549,22138.26171875,18712.380859375,35791.7109375,32851.41796875,50746.42578125,15612.078125,27298.240234375,23304.630859375,0,0
5550,22143.916015625,18786.98046875,35801.84375,32880.9296875,50798.73046875,15702.5830078125,27265.052734375,23231.24609375,0,0
5551,22204.234375,18844.890625,35876.4921875,32853.10546875,50873.3046875,15909.529296875,27205.302734375,23091.224609375,0,0
5552,22223.734375,18802.5,35909.9609375,32800.91796875,50863.79296875,15947.4140625,27203.46484375,23090.509765625,0,0
5553,22185.115234375,18724.541015625,35854.8671875,32797.26953125,50784.83203125,15763.7861328125,27259.08984375,23213.271484375,0,0
5554,22128.369140625,18712.927734375,35783.19921875,32838.80078125,50737.76953125,15616.037109375,27292.396484375,23298.837890625,0,0
5555,22145.322265625,18787.52734375,35800.8359375,32875.8984375,50790.9296875,15708.0673828125,27255.537109375,23217.322265625,0,0
5556,22202.947265625,18846.75,35874.8671875,32850.36328125,50867.61328125,15914.0361328125,27202.65625,23090.29296875,0,0
5557,22224.025390625,18804.458984375,35905.76953125,32800.91796875,50857.48046875,15945.412109375,27197.150390625,23083.166015625,0,0
5558,22181.10546875,18721.677734375,35852.3359375,32791.3984375,50776.89453125,15763.6171875,27250.79296875,23208.333984375,0,0
5559,22131.23046875,18712.28125,35787.8671875,32838.39453125,50739.8125,15617.037109375,27293.015625,23295.953125,0,0
5560,22148.73046875,18790.630859375,35803.53125,32876.5859375,50799.875,15710.3564453125,27259.328125,23220.994140625,0,0
5561,22206.212890625,18848.27734375,35874.15625,32848.98046875,50870.85546875,15912.701171875,27201.96484375,23088.21875,0,0
5562,22227.93359375,18804.40625,35907.89453125,32792.5,50862.10546875,15943.671875,27195.765625,23080.96875,0,0
5563,22189.5,18725.37109375,35859.5625,32796.21875,50783.61328125,15764.0234375,27253.224609375,23210.98046875,0,0
5564,22134.306640625,18708.921875,35787.0625,32839.5859375,50735.3125,15613.5341796875,27283.8125,23293.734375,0,0
5565,22153.80859375,18793.228515625,35800.91796875,32880.28125,50796.4609375,15709.0439453125,27255.396484375,23212.38671875,0,0
5566,22213.962890625,18849.947265625,35879.78125,32853.03125,50870.78125,15904.3564453125,27201.322265625,23085.453125,0,0
5567,22233.869140625,18801.5,35912.0859375,32794.90625,50859.98046875,15937.234375,27195.599609375,23078.755859375,0,0
